"id","destination","passanger","weather","temperature","time","coupon","expiration","gender","age","maritalStatus","has_children","education","occupation","income","car","Bar","CoffeeHouse","CarryAway","RestaurantLessThan20","Restaurant20To50","toCoupon_GEQ5min","toCoupon_GEQ15min","toCoupon_GEQ25min","direction_same","direction_opp","Y","Age_Group","Time_of_Day","Coupon_Status"
"A55738","No Urgent Place","Friend(s)","Sunny",55,"2PM","Coffee House","2h","Female","21","Single",0,"Some college - no degree","Student","Less than $12500","","gt8","4~8","4~8","4~8","1~3",1,0,0,0,1,"1","50 Below","Afternoon",NA
"A56018","Home","Alone","Sunny",80,"6PM","Coffee House","1d","Male","21","Single",0,"High School Graduate","Student","$37500 - $49999","","less1","never","less1","less1","never",1,0,0,1,0,"0","50 Below","Evening",NA
"A56398","No Urgent Place","Friend(s)","Sunny",80,"2PM","Coffee House","2h","Male","46","Married partner",1,"Bachelors degree","Management","$100000 or More","","4~8","never","4~8","4~8","1~3",1,1,0,0,1,"0","50 Below","Afternoon",NA
"A57173","Work","Alone","Snowy",30,"7AM","Restaurant(<20)","1d","Male","21","Single",0,"Some college - no degree","Student","$100000 or More","","less1","1~3","1~3","less1","less1",1,1,0,0,1,"1","50 Below","Morning",NA
"A57238","No Urgent Place","Friend(s)","Sunny",80,"10PM","Bar","1d","Male","31","Married partner",1,"Some college - no degree","Protective Service","$100000 or More","","1~3","less1","4~8","1~3","4~8",1,1,0,0,1,"1","50 Below","Night",NA
"A57656","No Urgent Place","Friend(s)","Sunny",30,"10PM","Restaurant(<20)","2h","Female","50plus","Married partner",1,"Some college - no degree","Arts Design Entertainment Sports & Media","$37500 - $49999","","never","1~3","never","1~3","less1",1,0,0,0,1,"1","50 Above","Night",NA
"A58025","No Urgent Place","Alone","Sunny",55,"6PM","Coffee House","2h","Female","50plus","Divorced",1,"Bachelors degree","Retired","Less than $12500","","never","4~8","gt8","gt8","less1",1,0,0,0,1,"0","50 Above","Evening",NA
"A58053","Home","Kid(s)","Sunny",80,"10PM","Carry out & Take away","2h","Female","50plus","Married partner",1,"Bachelors degree","Education&Training&Library","$100000 or More","","never","less1","4~8","1~3","1~3",1,1,0,0,1,"1","50 Above","Night",NA
"A58273","Work","Alone","Snowy",30,"7AM","Restaurant(<20)","2h","Male","36","Unmarried partner",1,"Some college - no degree","Building & Grounds Cleaning & Maintenance","$25000 - $37499","","1~3","less1","1~3","1~3","less1",1,1,1,0,1,"0","50 Below","Morning",NA
"A58942","Work","Alone","Sunny",55,"7AM","Coffee House","1d","Female","31","Married partner",1,"Some college - no degree","Arts Design Entertainment Sports & Media","$12500 - $24999","","never","1~3","4~8","4~8","never",1,1,0,0,1,"1","50 Below","Morning",NA
"A59449","Work","Alone","Sunny",80,"7AM","Restaurant(20-50)","2h","Female","21","Single",0,"Bachelors degree","Life Physical Social Science","$37500 - $49999","","less1","never","less1","1~3","never",1,1,0,0,1,"0","50 Below","Morning",NA
"A59640","No Urgent Place","Friend(s)","Sunny",55,"2PM","Coffee House","1d","Male","31","Married partner",1,"Bachelors degree","Computer & Mathematical","$75000 - $87499","","never","never","1~3","1~3","never",1,0,0,0,1,"0","50 Below","Afternoon",NA
"A59678","Home","Alone","Sunny",80,"10PM","Restaurant(20-50)","1d","Female","26","Single",0,"Bachelors degree","Unemployed","$25000 - $37499","","1~3","never","1~3","4~8","1~3",1,0,0,0,1,"1","50 Below","Night",NA
"A60253","Home","Alone","Snowy",30,"10PM","Coffee House","2h","Male","46","Married partner",1,"Bachelors degree","Community & Social Services","$100000 or More","","less1","never","1~3","1~3","1~3",1,1,0,0,1,"0","50 Below","Night",NA
"A60455","No Urgent Place","Friend(s)","Sunny",80,"10AM","Coffee House","2h","Male","26","Single",0,"Bachelors degree","Office & Administrative Support","$50000 - $62499","","4~8","never","4~8","1~3","less1",1,0,0,0,1,"0","50 Below","Morning",NA
"A61454","No Urgent Place","Friend(s)","Sunny",55,"2PM","Carry out & Take away","1d","Female","26","Unmarried partner",0,"High School Graduate","Business & Financial","$12500 - $24999","","never","1~3","less1","1~3","never",1,1,0,0,1,"1","50 Below","Afternoon",NA
"A62000","Home","Alone","Snowy",30,"10PM","Coffee House","2h","Male","below21","Unmarried partner",0,"Some college - no degree","Student","$25000 - $37499","","never","never","1~3","less1","never",1,1,0,0,1,"0","50 Below","Night",NA
"A62136","No Urgent Place","Alone","Sunny",55,"2PM","Restaurant(<20)","1d","Male","41","Single",0,"High School Graduate","Installation Maintenance & Repair","$12500 - $24999","","less1","1~3","1~3","less1","never",1,0,0,0,1,"1","50 Below","Afternoon",NA
"A62229","No Urgent Place","Alone","Rainy",55,"10AM","Bar","1d","Female","41","Married partner",1,"Graduate degree (Masters or Doctorate)","Management","$75000 - $87499","","less1","1~3","4~8","1~3","never",1,1,0,0,1,"0","50 Below","Morning",NA
"A63019","No Urgent Place","Friend(s)","Sunny",80,"6PM","Restaurant(<20)","1d","Female","21","Single",0,"Some college - no degree","Student","$50000 - $62499","","never","never","never","gt8","less1",1,1,0,0,1,"1","50 Below","Evening",NA
"A63757","No Urgent Place","Kid(s)","Snowy",30,"6PM","Bar","1d","Male","36","Unmarried partner",1,"Associates degree","Unemployed","$25000 - $37499","","never","never","1~3","less1","never",1,1,0,0,1,"0","50 Below","Evening",NA
"A65128","Home","Alone","Sunny",80,"6PM","Carry out & Take away","1d","Male","31","Married partner",1,"High School Graduate","Computer & Mathematical","$87500 - $99999","","never","1~3","less1","4~8","less1",1,0,0,0,1,"1","50 Below","Evening",NA
"A65543","No Urgent Place","Alone","Rainy",55,"10AM","Bar","1d","Male","50plus","Single",0,"Bachelors degree","Management","$100000 or More","","1~3","4~8","4~8","1~3","less1",1,1,0,0,1,"1","50 Above","Morning",NA
"Z65908","Home","Alone","Sunny",55,"6PM","Restaurant(20-50)","1d","Male","26","Married partner",0,"Bachelors degree","Life Physical Social Science","$37500 - $49999","","less1","1~3","1~3","1~3","less1",1,1,0,0,1,"1","50 Below","Evening",NA
"A65908","Work","Alone","Sunny",80,"7AM","Coffee House","2h","Female","31","Married partner",1,"Some college - no degree","Office & Administrative Support","$37500 - $49999","","1~3","1~3","4~8","1~3","less1",1,0,0,1,0,"1","50 Below","Morning",NA
"A66151","No Urgent Place","Friend(s)","Sunny",80,"10AM","Carry out & Take away","2h","Female","31","Married partner",1,"Bachelors degree","Arts Design Entertainment Sports & Media","$25000 - $37499","","never","never","1~3","never","never",1,1,0,0,1,"1","50 Below","Morning",NA
"A66583","Work","Alone","Sunny",80,"7AM","Coffee House","2h","Male","41","Divorced",1,"Bachelors degree","Sales & Related","$62500 - $74999","","never","never","4~8","1~3","never",1,0,0,1,0,"0","50 Below","Morning",NA
"A67306","Work","Alone","Rainy",55,"7AM","Bar","1d","Female","36","Married partner",1,"Graduate degree (Masters or Doctorate)","Healthcare Practitioners & Technical","$87500 - $99999","","1~3","4~8","4~8","4~8","1~3",1,1,1,0,1,"1","50 Below","Morning",NA
"A67456","No Urgent Place","Alone","Sunny",80,"2PM","Restaurant(<20)","2h","Female","50plus","Single",0,"Bachelors degree","Retired","$37500 - $49999","","never","never","less1","4~8","less1",1,1,0,0,1,"1","50 Above","Afternoon",NA
"A67607","Home","Alone","Rainy",55,"6PM","Bar","1d","Female","50plus","Single",1,"Some college - no degree","Unemployed","Less than $12500","","never","1~3","less1","1~3","less1",1,1,1,0,1,"0","50 Above","Evening",NA
"A67728","No Urgent Place","Kid(s)","Sunny",55,"2PM","Coffee House","1d","Female","41","Married partner",1,"Associates degree","Education&Training&Library","$62500 - $74999","","never","less1","less1","less1","less1",1,1,0,0,1,"1","50 Below","Afternoon",NA
"A68249","No Urgent Place","Alone","Snowy",30,"2PM","Bar","1d","Male","26","Single",0,"Graduate degree (Masters or Doctorate)","Healthcare Support","$37500 - $49999","","4~8","1~3","4~8","1~3","less1",1,0,0,0,1,"1","50 Below","Afternoon",NA
"A68805","No Urgent Place","Friend(s)","Sunny",80,"6PM","Restaurant(<20)","1d","Female","below21","Unmarried partner",0,"Some college - no degree","Student","$25000 - $37499","","never","1~3","1~3","4~8","1~3",1,1,0,0,1,"1","50 Below","Evening",NA
"A69601","Home","Alone","Sunny",80,"6PM","Carry out & Take away","2h","Female","21","Single",0,"Bachelors degree","Student","$25000 - $37499","","never","never","less1","never","never",1,1,0,1,0,"1","50 Below","Evening",NA
"A70113","No Urgent Place","Friend(s)","Sunny",30,"10PM","Restaurant(<20)","2h","Female","31","Unmarried partner",1,"Bachelors degree","Computer & Mathematical","$62500 - $74999","","never","4~8","4~8","gt8","4~8",1,0,0,0,1,"1","50 Below","Night",NA
"A70127","Work","Alone","Sunny",80,"7AM","Coffee House","1d","Male","21","Unmarried partner",0,"Some college - no degree","Student","Less than $12500","","less1","1~3","4~8","4~8","1~3",1,0,0,1,0,"1","50 Below","Morning",NA
"A70233","No Urgent Place","Friend(s)","Sunny",55,"2PM","Coffee House","2h","Female","26","Single",0,"Bachelors degree","Education&Training&Library","$25000 - $37499","","never","1~3","less1","1~3","less1",1,0,0,0,1,"1","50 Below","Afternoon",NA
"A70805","Home","Partner","Rainy",55,"6PM","Carry out & Take away","1d","Female","below21","Unmarried partner",0,"High School Graduate","Student","Less than $12500","","never","4~8","1~3","4~8","less1",1,0,0,1,0,"1","50 Below","Evening",NA
"A71341","No Urgent Place","Partner","Sunny",80,"2PM","Restaurant(20-50)","1d","Female","21","Married partner",0,"Some college - no degree","Student","Less than $12500","","less1","gt8","4~8","1~3","1~3",1,0,0,0,1,"1","50 Below","Afternoon",NA
"A71500","Home","Alone","Sunny",30,"6PM","Carry out & Take away","1d","Female","21","Unmarried partner",0,"Some college - no degree","Office & Administrative Support","$25000 - $37499","","never","never","1~3","never","never",1,0,0,0,1,"1","50 Below","Evening",NA
"A71523","No Urgent Place","Partner","Sunny",80,"10AM","Coffee House","2h","Female","21","Unmarried partner",0,"Bachelors degree","Management","$12500 - $24999","","1~3","gt8","gt8","1~3","less1",1,0,0,0,1,"1","50 Below","Morning",NA
"A71606","Work","Alone","Snowy",30,"7AM","Restaurant(<20)","2h","Female","41","Married partner",1,"Bachelors degree","Personal Care & Service","$100000 or More","","1~3","less1","less1","1~3","1~3",1,1,1,0,1,"0","50 Below","Morning",NA
"A71864","No Urgent Place","Kid(s)","Sunny",80,"10AM","Carry out & Take away","2h","Female","21","Unmarried partner",1,"Some college - no degree","Unemployed","$37500 - $49999","","never","never","Unknown","4~8","1~3",1,1,0,0,1,"1","50 Below","Morning",NA
"A72205","Work","Alone","Rainy",55,"7AM","Restaurant(<20)","2h","Male","31","Single",0,"Some college - no degree","Office & Administrative Support","$12500 - $24999","","4~8","never","gt8","1~3","never",1,1,1,0,1,"0","50 Below","Morning",NA
"A72211","Home","Alone","Sunny",80,"6PM","Coffee House","1d","Male","41","Married partner",0,"Graduate degree (Masters or Doctorate)","Computer & Mathematical","$37500 - $49999","","less1","less1","gt8","gt8","4~8",1,0,0,1,0,"1","50 Below","Evening",NA
"A72461","Home","Alone","Sunny",80,"6PM","Restaurant(<20)","2h","Female","21","Single",0,"Some college - no degree","Sales & Related","$12500 - $24999","","never","1~3","4~8","1~3","never",1,0,0,1,0,"1","50 Below","Evening",NA
"A72660","No Urgent Place","Kid(s)","Sunny",80,"10AM","Restaurant(<20)","2h","Male","41","Married partner",1,"Graduate degree (Masters or Doctorate)","Education&Training&Library","$50000 - $62499","","less1","4~8","4~8","1~3","less1",1,1,0,0,1,"1","50 Below","Morning",NA
"A72671","No Urgent Place","Friend(s)","Sunny",55,"2PM","Carry out & Take away","1d","Female","36","Divorced",1,"Graduate degree (Masters or Doctorate)","Student","$12500 - $24999","","never","gt8","gt8","gt8","1~3",1,1,0,0,1,"1","50 Below","Afternoon",NA
"A73583","No Urgent Place","Friend(s)","Snowy",30,"10PM","Carry out & Take away","1d","Female","26","Married partner",0,"Associates degree","Unemployed","$37500 - $49999","","less1","1~3","1~3","1~3","1~3",1,1,0,0,1,"1","50 Below","Night",NA
"A74094","Home","Alone","Sunny",80,"6PM","Coffee House","2h","Female","21","Married partner",1,"Some college - no degree","Student","$25000 - $37499","","never","gt8","1~3","gt8","1~3",1,0,0,0,1,"0","50 Below","Evening",NA
"A74499","No Urgent Place","Alone","Sunny",55,"2PM","Restaurant(<20)","1d","Female","26","Married partner",1,"Some college - no degree","Unemployed","$37500 - $49999","","1~3","4~8","1~3","4~8","less1",1,0,0,0,1,"1","50 Below","Afternoon",NA
"A74795","No Urgent Place","Friend(s)","Sunny",30,"10PM","Restaurant(<20)","2h","Female","46","Married partner",0,"Bachelors degree","Construction & Extraction","$12500 - $24999","","1~3","4~8","4~8","1~3","less1",1,0,0,0,1,"1","50 Below","Night",NA
"A75477","Home","Alone","Sunny",55,"6PM","Restaurant(20-50)","2h","Female","26","Single",1,"High School Graduate","Unemployed","Less than $12500","","less1","less1","4~8","1~3","never",1,1,0,0,1,"0","50 Below","Evening",NA
"A75523","No Urgent Place","Friend(s)","Snowy",30,"2PM","Restaurant(<20)","1d","Female","21","Married partner",0,"Some college - no degree","Healthcare Support","$12500 - $24999","","less1","1~3","1~3","1~3","less1",1,0,0,0,1,"1","50 Below","Afternoon",NA
"A75909","No Urgent Place","Friend(s)","Sunny",80,"2PM","Restaurant(<20)","1d","Female","50plus","Single",0,"Bachelors degree","Sales & Related","$25000 - $37499","","never","less1","1~3","1~3","1~3",1,1,0,0,1,"1","50 Above","Afternoon",NA
"A75993","Work","Alone","Sunny",55,"7AM","Restaurant(<20)","1d","Female","31","Married partner",0,"Some college - no degree","Computer & Mathematical","$100000 or More","","less1","less1","gt8","4~8","less1",1,0,0,0,1,"1","50 Below","Morning",NA
"A76158","No Urgent Place","Friend(s)","Sunny",80,"10PM","Bar","1d","Female","21","Unmarried partner",0,"Some college - no degree","Student","Less than $12500","","1~3","1~3","4~8","1~3","less1",1,1,0,0,1,"1","50 Below","Night",NA
"A76604","Home","Alone","Sunny",80,"10PM","Bar","1d","Male","21","Single",0,"High School Graduate","Student","$50000 - $62499","","never","1~3","gt8","4~8","never",1,1,0,1,0,"1","50 Below","Night",NA
"A76997","Work","Alone","Rainy",55,"7AM","Bar","1d","Male","26","Married partner",1,"Bachelors degree","Computer & Mathematical","$50000 - $62499","","never","1~3","1~3","1~3","1~3",1,1,1,0,1,"0","50 Below","Morning",NA
"A77505","No Urgent Place","Kid(s)","Sunny",55,"2PM","Coffee House","1d","Male","50plus","Married partner",1,"Graduate degree (Masters or Doctorate)","Education&Training&Library","$87500 - $99999","","never","4~8","1~3","4~8","less1",1,1,0,0,1,"1","50 Above","Afternoon",NA
"A77921","No Urgent Place","Friend(s)","Rainy",55,"10AM","Carry out & Take away","2h","Female","50plus","Single",0,"Graduate degree (Masters or Doctorate)","Unemployed","$12500 - $24999","","never","4~8","1~3","1~3","never",1,1,0,0,1,"0","50 Above","Morning",NA
"A78107","No Urgent Place","Friend(s)","Sunny",55,"2PM","Coffee House","2h","Male","26","Unmarried partner",0,"Bachelors degree","Student","$50000 - $62499","","1~3","gt8","4~8","1~3","less1",1,0,0,0,1,"0","50 Below","Afternoon",NA
"A78942","Home","Alone","Sunny",80,"6PM","Coffee House","2h","Male","50plus","Married partner",1,"Bachelors degree","Retired","$87500 - $99999","","never","never","less1","1~3","less1",1,0,0,0,1,"0","50 Above","Evening",NA
"A79934","Work","Alone","Rainy",55,"7AM","Bar","1d","Male","21","Single",0,"Some college - no degree","Unemployed","$75000 - $87499","","1~3","4~8","less1","less1","never",1,0,0,0,1,"0","50 Below","Morning",NA
"A81119","Home","Alone","Sunny",80,"6PM","Coffee House","2h","Male","26","Married partner",0,"Bachelors degree","Computer & Mathematical","$62500 - $74999","","never","less1","less1","gt8","1~3",1,0,0,0,1,"0","50 Below","Evening",NA
"A81196","Home","Alone","Sunny",55,"6PM","Restaurant(20-50)","1d","Female","31","Single",0,"Graduate degree (Masters or Doctorate)","Life Physical Social Science","$50000 - $62499","","1~3","4~8","4~8","4~8","4~8",1,1,0,0,1,"0","50 Below","Evening",NA
"Z82212","No Urgent Place","Alone","Sunny",30,"10AM","Carry out & Take away","1d","Male","below21","Single",0,"High School Graduate","Student","$87500 - $99999","","never","less1","1~3","4~8","4~8",1,1,0,0,1,"1","50 Below","Morning",NA
"A82324","Home","Alone","Sunny",80,"10PM","Carry out & Take away","1d","Male","41","Married partner",0,"Graduate degree (Masters or Doctorate)","Computer & Mathematical","$37500 - $49999","","less1","less1","gt8","gt8","4~8",1,0,0,1,0,"1","50 Below","Night",NA
"A82371","No Urgent Place","Kid(s)","Sunny",80,"2PM","Restaurant(<20)","2h","Female","41","Married partner",1,"Some college - no degree","Arts Design Entertainment Sports & Media","$62500 - $74999","","less1","less1","1~3","1~3","less1",1,0,0,0,1,"1","50 Below","Afternoon",NA
"A82399","No Urgent Place","Friend(s)","Sunny",80,"2PM","Coffee House","1d","Female","46","Single",1,"Graduate degree (Masters or Doctorate)","Management","$75000 - $87499","","never","never","gt8","4~8","less1",1,0,0,0,1,"0","50 Below","Afternoon",NA
"A82502","Home","Alone","Sunny",80,"6PM","Coffee House","1d","Male","26","Married partner",0,"Bachelors degree","Computer & Mathematical","$75000 - $87499","","1~3","never","1~3","1~3","less1",1,0,0,0,1,"0","50 Below","Evening",NA
"A83315","Work","Alone","Rainy",55,"7AM","Bar","1d","Male","41","Married partner",1,"Bachelors degree","Arts Design Entertainment Sports & Media","$37500 - $49999","","Unknown","less1","1~3","4~8","1~3",1,1,1,0,1,"0","50 Below","Morning",NA
"A83438","No Urgent Place","Friend(s)","Sunny",55,"2PM","Coffee House","2h","Male","21","Single",0,"Graduate degree (Masters or Doctorate)","Computer & Mathematical","$50000 - $62499","","never","never","1~3","less1","never",1,0,0,0,1,"0","50 Below","Afternoon",NA
